T2,Unnamed: 1,T3,Unnamed: 3,T4,Unnamed: 5,T6,Unnamed: 7,T8,Unnamed: 9,Ep1,Unnamed: 11,Ep2,Unnamed: 13,Ep3,Unnamed: 15,Ep4,Unnamed: 17,Ep5,Unnamed: 19,Mc2p5e13,Unnamed: 21,Mc5e13,Unnamed: 23,Mc1e14,Unnamed: 25,Mc2e14,Unnamed: 27,Mc4e14,Unnamed: 29
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
18.999038690151906,0.8606567055171781,19.15436389014402,0.8287240193542494,18.295121206923085,0.8042481969507924,18.932326275820262,0.7892541310367911,19.326661600564652,0.7786293782903744,19.479681043387302,0.8783152029976361,19.108841884059046,0.830918026033135,19.394075544409162,0.8049398216720454,19.542257079721495,0.7861065063219125,20.100486461605936,0.7763583038245363,19.338945425698512,0.8540192926045016,19.111205978442165,0.8263665594855305,19.13994909672413,0.8045016077170417,18.771711169076305,0.7871382636655948,18.661266470833873,0.7729903536977492
18.252098439999987,0.8568552387328441,18.52421760422687,0.8261824046742337,17.343411812957076,0.7979270259578221,17.590640007133103,0.7816585009585828,18.693990497300874,0.7723301177687834,18.688837711710303,0.8698853325747693,18.45853127163911,0.8263823359196446,18.476466947499336,0.7984599841093902,18.487737789468344,0.780927344600626,19.148157346141687,0.7718265373184106,17.940201903364652,0.8463022508038585,18.472100941416915,0.8212218649517684,18.124721592273243,0.797427652733119,17.29929907661254,0.7755627009646302,17.313068453312265,0.7639871382636656
17.53403241840054,0.8536800462554393,17.79694237508882,0.8211283892760413,16.550555470822427,0.793491981376099,16.676512415326954,0.7740847813517541,17.83989228646695,0.7672687988801312,17.19711826591544,0.8614672329739964,17.83236568334576,0.8185998607119387,17.72515140779151,0.7919781847430529,17.735563357541555,0.7750949022531317,17.618979680630922,0.7647071517553239,16.641890814589843,0.8392282958199356,17.3717106793081,0.8147909967845659,17.045024853563152,0.7909967845659163,15.940265870011766,0.7659163987138263,16.17519937459176,0.7530546623794212
16.508858707780988,0.8498566689997259,17.213865166551077,0.8154554030613794,15.900322092847917,0.7890642402848358,15.599051845715056,0.7664964547640056,16.910915840021733,0.7622001765010191,16.046171089567927,0.8530452097658588,17.22471791318846,0.8153628846361345,16.652061941922494,0.7874503418442917,16.778535026180524,0.7699157405318451,16.668242318410712,0.7595279900340374,15.11979837808507,0.8347266881028939,16.222098017061406,0.8109324758842443,16.029646070946747,0.7845659163987138,14.889330632546368,0.7581993569131833,14.903816667308392,0.7440514469453376
15.647877353229818,0.8466668695414014,16.20695662561564,0.8122583001125951,14.971087195932427,0.7846145887221931,14.68742356238912,0.762046803201363,15.817423898129155,0.7558643985271292,14.971576748914512,0.8459219005954075,16.523183095569635,0.8108291563263266,15.644997887578333,0.7809744278890012,15.872790370390682,0.7653859358294016,15.87888611579251,0.7543468665090685,13.643426433277037,0.8295819935691318,15.253718445218263,0.8064308681672026,15.178054431723035,0.7787781350482315,13.906453690894221,0.7517684887459807,13.545480149951048,0.7344051446945337
14.830551417944388,0.8453558930038645,15.364303859748961,0.8053108548126956,14.003420743933807,0.777652536441374,13.645415438469879,0.7563299960439424,14.795468579257573,0.7482760719393807,14.065190059904465,0.8413940576966464,15.740340930425319,0.8062973898202008,14.596939981147814,0.774500475737393,15.120762779304417,0.7608541693232759,14.91757046727845,0.7498190236103074,11.812778646894479,0.8257234726688103,14.246157754861299,0.8006430868167203,14.078392035417906,0.7729903536977492,12.723939240747612,0.7446945337620579,12.394208378807821,0.7266881028938906
14.150190993086003,0.8446784942637166,14.465989084052762,0.8014874775569821,12.664193088484016,0.7737853382429016,13.023073455212677,0.7493898542345026,13.563624702005601,0.7406658348802528,12.85135047220476,0.8362247049937713,14.994249917939666,0.8024149803329181,13.71354372001267,0.7693232758197888,14.40436506075838,0.7563224028171502,14.014453345370052,0.7452911807115463,10.581627732947341,0.8270096463022507,13.303385701740456,0.7967845659163987,12.880118365240664,0.7672025723472669,11.561721611972086,0.7382636655948553,11.108841294370844,0.7196141479099678
13.501420924985865,0.8433748212166394,12.995726229825017,0.7963604272541915,11.453685509176857,0.7686655914305709,11.777602048682944,0.7455226560360302,12.517389611384507,0.7343154499254432,11.742001212994506,0.8317047093097394,13.795869745840696,0.7972436658263609,12.70531404323972,0.7647993565283924,13.345345698160354,0.7517984835257536,12.716797769432887,0.7388250757746673,9.610841919843029,0.8270096463022507,11.920568610790134,0.7935691318327974,11.701566068855698,0.7633440514469453,10.721221707267764,0.7363344051446945,9.752705586403591,0.7138263665594855
12.968436431030153,0.8433310002738805,12.153694536284133,0.7931560208149475,10.358013376695816,0.7654246675390277,10.795204692503688,0.7416700648184775,11.551208705509762,0.7292176135844919,10.434469685463657,0.8258938468027506,12.870522042189025,0.7933671417501251,11.77094428055932,0.7609247942558388,12.450216559966403,0.747921959449518,11.699644830957084,0.7356018323246394,8.549076084899092,0.830225080385852,10.608321818088054,0.7903536977491961,10.485249717990136,0.760128617363344,10.079880695010111,0.7337620578778135,8.561366173504494,0.7093247588424436
